"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 07, 2020","3.0570","3.0050","3.0495","3.0050","0.14K","2.09%"
"Oct 06, 2020","2.9945","2.9890","2.9975","2.9820","0.12K","0.08%"
"Oct 05, 2020","2.9920","2.9700","2.9870","2.9700","0.03K","-0.35%"
"Oct 02, 2020","3.0025","2.8995","2.9960","2.8995","0.10K","3.77%"
"Oct 01, 2020","2.8935","2.9785","2.9785","2.8900","0.11K","-5.22%"
"Sep 30, 2020","3.0530","3.0420","3.0420","3.0420","0.19K","1.51%"
"Sep 29, 2020","3.0075","3.0150","3.0150","3.0150","0.14K","-0.13%"
"Sep 28, 2020","3.0115","3.0210","3.0210","3.0000","0.14K","0.85%"
"Sep 25, 2020","2.9860","2.9940","2.9950","2.9940","0.24K","0.13%"
"Sep 24, 2020","2.9820","2.9450","2.9810","2.9450","0.34K","-0.85%"
"Sep 23, 2020","3.0075","3.0190","3.0190","2.9780","0.34K","-1.84%"
"Sep 22, 2020","3.0640","3.0780","3.0780","3.0725","0.19K","1.01%"
"Sep 21, 2020","3.0335","3.1085","3.1085","3.0425","0.92K","-2.80%"
"Sep 18, 2020","3.1210","3.1000","3.1010","3.1000","0.96K","1.02%"
"Sep 17, 2020","3.0895","3.0490","3.0905","3.0490","0.03K","0.11%"
"Sep 16, 2020","3.0860","3.0850","3.0850","3.0850","0.04K","-0.13%"
"Sep 15, 2020","3.0900","3.0980","3.0980","3.0980","0.03K","-0.18%"
"Sep 14, 2020","3.0955","3.0840","3.0995","3.0840","0.16K","0.93%"
"Sep 11, 2020","3.0670","3.0575","3.0705","3.0575","0.05K","1.24%"
"Sep 10, 2020","3.0295","3.0450","3.0735","3.0325","0.01K","-1.72%"
"Sep 09, 2020","3.0825","3.0575","3.0730","3.0575","0.01K","0.83%"
"Sep 08, 2020","3.0570","3.1000","3.1000","3.0450","0.16K","-0.41%"
"Sep 07, 2020","3.0697","3.0740","3.0880","3.0427","-","-0.16%"
"Sep 06, 2020","3.0745","3.0790","3.0790","3.0623","-","-0.49%"
"Sep 04, 2020","3.0895","3.0040","3.0040","3.0040","0.25K","2.61%"
"Sep 03, 2020","3.0110","3.0075","3.0080","3.0075","0.08K","-1.46%"
"Sep 02, 2020","3.0555","3.0425","3.0490","3.0425","0.01K","-0.15%"
"Sep 01, 2020","3.0600","3.0560","3.0560","3.0560","0.02K","-1.02%"
"Aug 31, 2020","3.0915","3.0745","3.0745","3.0745","0.02K","1.54%"
"Aug 28, 2020","3.0445","3.0560","3.0560","3.0560","0.08K","0.73%"
"Aug 27, 2020","3.0225","3.0165","3.0165","3.0165","0.04K","0.23%"
"Aug 26, 2020","3.0155","3.0050","3.0050","3.0050","0.01K","0.84%"
"Aug 25, 2020","2.9905","2.9855","2.9890","2.9740","0.03K","0.13%"
"Aug 24, 2020","2.9865","2.9920","2.9920","2.9920","0.00K","0.49%"
"Aug 21, 2020","2.9720","2.9670","2.9700","2.9605","0.10K","-1.80%"
"Aug 20, 2020","3.0265","3.0295","3.0295","3.0215","0.04K","-1.29%"
"Aug 19, 2020","3.0660","3.0330","3.0670","3.0330","0.11K","1.37%"
"Aug 18, 2020","3.0245","2.9710","3.0000","2.9710","0.07K","1.92%"
"Aug 17, 2020","2.9675","2.9475","2.9625","2.9425","0.00K","1.42%"
"Aug 14, 2020","2.9260","2.9250","2.9250","2.9180","0.01K","1.61%"
"Aug 13, 2020","2.8795","2.9245","2.9250","2.8530","0.00K","-2.55%"
"Aug 12, 2020","2.9550","2.9215","2.9470","2.9130","0.01K","0.46%"
"Aug 11, 2020","2.9415","2.9185","2.9300","2.9180","0.02K","0.44%"
"Aug 10, 2020","2.9285","2.8445","2.9375","2.8445","0.00K","2.27%"
"Aug 07, 2020","2.8635","2.8500","2.8500","2.8500","0.00K","-3.93%"
"Aug 06, 2020","2.9805","2.9715","2.9715","2.9715","0.02K","0.00%"
"Aug 05, 2020","2.9805","2.9690","2.9865","2.9665","0.02K","0.57%"
"Aug 04, 2020","2.9635","2.9725","2.9725","2.9420","0.03K","-0.37%"
"Aug 03, 2020","2.9745","2.9690","2.9690","2.9690","0.01K","1.57%"
"Jul 31, 2020","2.9285","2.9130","2.9135","2.9130","0.05K","-1.21%"
"Jul 30, 2020","2.9645","2.9465","2.9550","2.9355","0.01K","-0.08%"
"Jul 29, 2020","2.9670","2.9550","2.9550","2.9550","0.02K","0.07%"
"Jul 28, 2020","2.9650","2.9380","2.9380","2.9380","0.02K","0.68%"
"Jul 27, 2020","2.9450","2.9575","2.9575","2.9555","0.01K","0.48%"
"Jul 24, 2020","2.9310","2.9255","2.9385","2.9055","0.06K","-1.33%"
"Jul 23, 2020","2.9705","2.9700","2.9700","2.9700","0.02K","0.17%"
"Jul 22, 2020","2.9655","2.9900","3.0200","2.9900","0.01K","-1.18%"
"Jul 21, 2020","3.0010","2.9985","2.9985","2.9985","0.01K","1.37%"
"Jul 20, 2020","2.9605","2.9420","2.9420","2.9420","0.03K","0.51%"
"Jul 17, 2020","2.9455","2.9250","2.9415","2.9245","0.03K","0.12%"
"Jul 16, 2020","2.9420","2.9240","2.9310","2.9240","0.01K","0.46%"
"Jul 15, 2020","2.9285","2.9815","2.9815","2.9815","0.03K","-1.61%"
"Jul 14, 2020","2.9765","2.9795","2.9795","2.9680","0.08K","-0.52%"
"Jul 13, 2020","2.9920","3.0245","3.0245","2.9650","0.03K","1.84%"
"Jul 10, 2020","2.9380","2.8795","2.9095","2.8790","0.17K","1.89%"
"Jul 09, 2020","2.8835","2.8660","2.8990","2.8660","0.04K","0.84%"
"Jul 08, 2020","2.8595","2.8470","2.8525","2.8410","0.25K","0.70%"
"Jul 07, 2020","2.8395","2.8380","2.8395","2.8370","0.06K","0.91%"
"Jul 06, 2020","2.8140","2.7560","2.7945","2.7945","0.07K","4.26%"
"Jul 03, 2020","2.6990","2.7330","2.7370","2.6980","-","-3.62%"
"Jul 02, 2020","2.8005","2.8060","2.8060","2.8060","0.00K","0.43%"
"Jul 01, 2020","2.7885","2.7640","2.7755","2.7640","0.01K","0.31%"
"Jun 30, 2020","2.7800","2.7760","2.7760","2.7760","0.00K","1.31%"
"Jun 29, 2020","2.7440","2.7305","2.7310","2.7215","0.01K","0.48%"
"Jun 26, 2020","2.7310","2.7145","2.7145","2.7145","0.03K","-0.16%"
"Jun 25, 2020","2.7355","2.6925","2.7165","2.6885","0.02K","0.74%"
"Jun 24, 2020","2.7155","2.7415","2.7415","2.7240","0.03K","-0.35%"
"Jun 23, 2020","2.7250","2.7160","2.7160","2.7160","0.00K","0.22%"
"Jun 22, 2020","2.7190","2.7125","2.7125","2.7125","0.00K","1.23%"
"Jun 19, 2020","2.6860","2.7120","2.7120","2.6945","0.01K","0.49%"
"Jun 18, 2020","2.6730","2.6710","2.6710","2.6710","0.01K","-0.09%"
"Jun 17, 2020","2.6755","2.6630","2.6650","2.6630","0.05K","0.87%"
"Jun 16, 2020","2.6525","2.6760","2.6760","2.6760","0.06K","0.09%"
"Jun 15, 2020","2.6500","2.6315","2.6315","2.6315","0.13K","-0.97%"
"Jun 12, 2020","2.6760","2.6600","2.6720","2.6495","0.13K","0.77%"
"Jun 11, 2020","2.6555","2.6895","2.7005","2.6620","0.07K","-2.41%"
"Jun 10, 2020","2.7210","2.6820","2.7115","2.6820","0.01K","1.99%"
"Jun 09, 2020","2.6680","2.6250","2.6250","2.6250","0.01K","1.23%"
"Jun 08, 2020","2.6355","2.6100","2.6100","2.6100","0.17K","0.53%"
"Jun 05, 2020","2.6215","2.6200","2.6200","2.6200","0.01K","2.58%"
"Jun 04, 2020","2.5555","2.5450","2.5450","2.5450","0.08K","0.12%"
"Jun 03, 2020","2.5525","2.5575","2.5575","2.5465","0.02K","-0.18%"
"Jun 02, 2020","2.5570","2.5450","2.5450","2.5450","0.10K","0.73%"
"Jun 01, 2020","2.5385","2.4920","2.5295","2.4855","0.17K","1.54%"
"May 29, 2020","2.5000","2.4695","2.4710","2.4600","0.03K","0.42%"
"May 28, 2020","2.4895","2.4420","2.4730","2.4400","0.03K","1.20%"
"May 27, 2020","2.4600","2.4290","2.4290","2.4190","0.01K","-1.26%"
"May 26, 2020","2.4915","2.4725","2.4725","2.4615","0.00K","3.55%"
"May 25, 2020","2.4060","2.3980","2.4140","2.3860","-","0.38%"
"May 24, 2020","2.3970","2.3930","2.3990","2.3870","-","-2.56%"
"May 22, 2020","2.4600","2.4240","2.4240","2.4240","0.00K","-1.80%"
"May 21, 2020","2.5050","2.5120","2.5120","2.5120","0.00K","-0.87%"
"May 20, 2020","2.5270","2.5045","2.5045","2.5035","0.00K","1.57%"
"May 19, 2020","2.4880","2.4755","2.4760","2.4755","0.00K","0.73%"
"May 18, 2020","2.4700","2.4640","2.4640","2.4640","0.00K","3.00%"
"May 15, 2020","2.3980","2.3750","2.3750","2.3750","0.06K","-0.62%"
"May 14, 2020","2.4130","2.3910","2.3910","2.3910","0.01K","-0.29%"
"May 13, 2020","2.4200","2.4075","2.4075","2.4075","0.02K","-0.31%"
"May 12, 2020","2.4275","2.4245","2.4245","2.4245","0.01K","-0.80%"
"May 11, 2020","2.4470","2.4255","2.4255","2.4255","0.02K","-1.13%"
"May 08, 2020","2.4750","2.4680","2.4680","2.4680","0.00K","1.19%"
"May 07, 2020","2.4460","2.4195","2.4200","2.4015","0.01K","1.16%"
"May 06, 2020","2.4180","2.3950","2.3950","2.3950","0.00K","0.77%"
"May 05, 2020","2.3995","2.3750","2.3760","2.3740","0.00K","0.95%"
"May 04, 2020","2.3770","2.3290","2.3290","2.3290","0.01K","0.30%"
"May 01, 2020","2.3700","2.3435","2.3435","2.3435","0.00K","-1.27%"
"Apr 30, 2020","2.4005","2.4320","2.4320","2.4115","0.03K","-1.21%"
"Apr 29, 2020","2.4300","2.4380","2.4380","2.4380","0.05K","0.89%"
"Apr 28, 2020","2.4085","2.4000","2.4000","2.4000","0.00K","0.08%"
"Apr 27, 2020","2.4065","2.3970","2.3970","2.3950","0.03K","0.23%"
"Apr 24, 2020","2.4010","2.3795","2.3795","2.3795","0.01K","0.73%"
"Apr 23, 2020","2.3835","2.3820","2.3825","2.3820","0.01K","0.27%"
"Apr 22, 2020","2.3770","2.3290","2.3500","2.3290","0.04K","1.65%"
"Apr 21, 2020","2.3385","2.3795","2.3795","2.3795","0.01K","-2.58%"
"Apr 20, 2020","2.4005","2.3720","2.3720","2.3720","0.01K","-0.44%"
"Apr 17, 2020","2.4110","2.3960","2.4035","2.3795","0.02K","2.14%"
"Apr 16, 2020","2.3605","2.3565","2.3580","2.3565","0.02K","0.00%"
"Apr 15, 2020","2.3605","2.3535","2.3535","2.3535","0.01K","-1.48%"
"Apr 14, 2020","2.3960","2.3860","2.3860","2.3725","0.03K","0.71%"
"Apr 13, 2020","2.3790","2.3440","2.3440","2.3440","0.00K","4.80%"
"Apr 10, 2020","2.2700","2.2700","2.2700","2.2700","-","-2.68%"
"Apr 09, 2020","2.3325","2.3310","2.3355","2.3310","0.01K","0.11%"
"Apr 08, 2020","2.3300","2.2995","2.2995","2.2940","0.02K","0.06%"
"Apr 07, 2020","2.3285","2.3460","2.3460","2.3460","0.05K","2.58%"
"Apr 06, 2020","2.2700","2.2480","2.2480","2.2480","0.05K","1.11%"
"Apr 03, 2020","2.2450","2.2480","2.2480","2.2150","0.00K","-1.23%"
"Apr 02, 2020","2.2730","2.2520","2.2520","2.2520","0.01K","1.79%"
"Apr 01, 2020","2.2330","2.2115","2.2115","2.2115","0.01K","-2.19%"
"Mar 31, 2020","2.2830","2.2370","2.2370","2.2370","0.01K","3.02%"
"Mar 30, 2020","2.2160","2.1930","2.1930","2.1930","8.02K","-0.56%"
"Mar 27, 2020","2.2285","2.1870","2.2050","2.1870","0.01K","-0.36%"
"Mar 26, 2020","2.2365","2.2130","2.2130","2.2130","0.01K","-0.97%"
"Mar 25, 2020","2.2585","2.2525","2.2565","2.2525","0.01K","1.19%"
"Mar 24, 2020","2.2320","2.2015","2.2015","2.2015","0.00K","3.81%"
"Mar 23, 2020","2.1500","2.1270","2.1270","2.1270","0.10K","-3.28%"
"Mar 20, 2020","2.2230","2.2195","2.2225","2.2195","0.01K","-1.11%"
"Mar 19, 2020","2.2480","2.1500","2.1500","2.1500","0.01K","1.58%"
"Mar 18, 2020","2.2130","2.3350","2.3350","2.1700","0.01K","-6.66%"
"Mar 17, 2020","2.3710","2.4340","2.4340","2.3500","0.00K","-3.11%"
"Mar 16, 2020","2.4470","2.4200","2.4200","2.4200","0.00K","-2.65%"
"Mar 13, 2020","2.5135","2.4945","2.4945","2.4945","8.48K","-0.32%"
"Mar 12, 2020","2.5215","2.5025","2.5025","2.5025","0.01K","-1.10%"
"Mar 11, 2020","2.5495","2.5295","2.5295","2.5295","0.01K","-0.76%"
"Mar 10, 2020","2.5690","2.5515","2.5515","2.5515","0.01K","0.43%"
"Mar 09, 2020","2.5580","2.5315","2.5320","2.5315","0.00K","-1.90%"
"Mar 06, 2020","2.6075","2.5885","2.5885","2.5885","0.01K","-0.70%"
"Mar 05, 2020","2.6260","2.6075","2.6075","2.6075","0.03K","-0.44%"
"Mar 04, 2020","2.6375","2.6185","2.6185","2.6185","0.01K","0.48%"
"Mar 03, 2020","2.6250","2.6065","2.6065","2.6065","0.02K","-0.85%"
"Mar 02, 2020","2.6475","2.5525","2.5615","2.5525","0.01K","2.04%"
"Feb 28, 2020","2.5945","2.5600","2.5600","2.5595","0.02K","-0.86%"
"Feb 27, 2020","2.6170","2.5740","2.5740","2.5740","0.02K","-0.19%"
"Feb 26, 2020","2.6220","2.6215","2.6215","2.5825","0.01K","-0.34%"
"Feb 25, 2020","2.6310","2.6055","2.6055","2.6055","0.01K","-0.27%"
"Feb 24, 2020","2.6380","2.6190","2.6190","2.6190","0.00K","-1.29%"
"Feb 21, 2020","2.6725","2.6440","2.6990","2.6440","0.00K","0.66%"
"Feb 20, 2020","2.6550","2.6360","2.6360","2.6360","7.47K","-0.67%"
"Feb 19, 2020","2.6730","2.6550","2.6560","2.6540","0.01K","0.07%"
"Feb 18, 2020","2.6710","2.6515","2.6515","2.6515","0.01K","1.95%"
"Feb 17, 2020","2.6200","2.6070","2.6330","2.6020","-","0.50%"
"Feb 16, 2020","2.6070","2.5990","2.6100","2.5990","-","-2.12%"
"Feb 14, 2020","2.6635","2.6470","2.6470","2.6470","0.01K","-0.54%"
"Feb 13, 2020","2.6780","2.6610","2.6610","2.6610","0.03K","0.37%"
"Feb 12, 2020","2.6680","2.6505","2.6505","2.6505","9.07K","0.57%"
"Feb 11, 2020","2.6530","2.6355","2.6355","2.6355","7.58K","1.26%"
"Feb 10, 2020","2.6200","2.6020","2.6020","2.6020","9.11K","-0.11%"
"Feb 07, 2020","2.6230","2.6050","2.6050","2.6050","9.35K","-1.34%"
"Feb 06, 2020","2.6585","2.6530","2.6530","2.6530","0.00K","0.61%"
"Feb 05, 2020","2.6425","2.6280","2.6280","2.6280","0.01K","1.17%"
"Feb 04, 2020","2.6120","2.5995","2.5995","2.5995","0.00K","1.44%"
"Feb 03, 2020","2.5750","2.5560","2.5560","2.5560","0.02K","-0.12%"
"Jan 31, 2020","2.5780","2.5580","2.5580","2.5580","0.01K","-0.23%"
"Jan 30, 2020","2.5840","2.5685","2.5685","2.5685","3.63K","-1.15%"
"Jan 29, 2020","2.6140","2.6250","2.6300","2.6250","0.01K","-0.57%"
"Jan 28, 2020","2.6290","2.6210","2.6210","2.6210","0.00K","-0.81%"
"Jan 27, 2020","2.6505","2.6425","2.6425","2.6425","0.01K","-3.14%"
"Jan 24, 2020","2.7365","2.7270","2.7270","2.7270","3.00K","-1.51%"
"Jan 23, 2020","2.7785","2.7690","2.7690","2.7690","2.77K","-1.40%"
"Jan 22, 2020","2.8180","2.8180","2.8180","2.8180","0.00K","-0.84%"
"Jan 21, 2020","2.8420","2.8315","2.8315","2.8315","0.04K","-0.07%"
"Jan 20, 2020","2.8440","2.8520","2.8610","2.8370","-","-0.25%"
"Jan 19, 2020","2.8510","2.8460","2.8510","2.8450","-","-1.37%"
"Jan 17, 2020","2.8905","2.8800","2.8800","2.8800","2.87K","-0.02%"
"Jan 16, 2020","2.8910","2.8805","2.8805","2.8805","7.19K","-0.74%"
"Jan 15, 2020","2.9125","2.9020","2.9020","2.9020","3.36K","-0.24%"
"Jan 14, 2020","2.9195","2.9090","2.9090","2.9090","4.78K","0.52%"
"Jan 13, 2020","2.9045","2.8940","2.8940","2.8940","4.33K","1.59%"
"Jan 10, 2020","2.8590","2.8485","2.8485","2.8485","3.38K","0.42%"
"Jan 09, 2020","2.8470","2.8365","2.8365","2.8365","7.65K","-0.26%"
"Jan 08, 2020","2.8545","2.8440","2.8440","2.8440","8.15K","0.51%"
"Jan 07, 2020","2.8400","2.8295","2.8295","2.8295","5.04K","0.21%"
"Jan 06, 2020","2.8340","2.8235","2.8235","2.8235","2.41K","0.07%"
"Jan 03, 2020","2.8320","2.8215","2.8215","2.8215","2.74K","-1.32%"
"Jan 02, 2020","2.8700","2.8595","2.8595","2.8595","3.31K","2.28%"
"Jan 01, 2020","2.8060","2.7980","2.8070","2.7980","-","-1.39%"
"Dec 31, 2019","2.8455","2.8350","2.8350","2.8350","0.01K","-1.03%"
"Dec 30, 2019","2.8750","2.8660","2.8660","2.8660","2.14K","0.14%"
"Dec 27, 2019","2.8710","2.8605","2.8605","2.8605","1.81K","-0.67%"
"Dec 26, 2019","2.8905","2.8800","2.8800","2.8800","1.14K","1.85%"
"Dec 25, 2019","2.8380","2.8250","2.8420","2.8250","-","-1.03%"
"Dec 24, 2019","2.8675","2.8570","2.8570","2.8570","2.03K","0.70%"
"Dec 23, 2019","2.8475","2.8380","2.8380","2.8380","2.05K","0.05%"
"Dec 20, 2019","2.8460","2.8370","2.8370","2.8370","0.01K","-0.61%"
"Dec 19, 2019","2.8635","2.8550","2.8550","2.8550","0.01K","0.32%"
"Dec 18, 2019","2.8545","2.8440","2.8440","2.8440","2.63K","-0.12%"
"Dec 17, 2019","2.8580","2.8475","2.8475","2.8475","0.00K","0.18%"
"Dec 16, 2019","2.8530","2.8425","2.8425","2.8425","0.01K","0.79%"
"Dec 13, 2019","2.8305","2.8205","2.8205","2.8205","0.00K","-0.65%"
"Dec 12, 2019","2.8490","2.8380","2.8380","2.8380","0.02K","0.26%"
"Dec 11, 2019","2.8415","2.8305","2.8305","2.8305","7.21K","0.76%"
"Dec 10, 2019","2.8200","2.8090","2.8090","2.8090","7.31K","0.30%"
"Dec 09, 2019","2.8115","2.8005","2.8005","2.8005","6.99K","1.08%"
"Dec 06, 2019","2.7815","2.7705","2.7705","2.7705","5.03K","2.26%"
"Dec 05, 2019","2.7200","2.7090","2.7090","2.7090","3.03K","0.24%"
"Dec 04, 2019","2.7135","2.7025","2.7025","2.7025","3.82K","1.27%"
"Dec 03, 2019","2.6795","2.6685","2.6685","2.6685","3.19K","-1.07%"
"Dec 02, 2019","2.7085","2.6975","2.6975","2.6975","2.84K","-0.35%"
"Nov 29, 2019","2.7180","2.7070","2.7070","2.7070","2.00K","1.80%"
"Nov 28, 2019","2.6700","2.6940","2.6950","2.6670","-","-2.84%"
"Nov 27, 2019","2.7480","2.7370","2.7370","2.7370","0.03K","-0.11%"
"Nov 26, 2019","2.7510","2.7400","2.7400","2.7400","4.72K","1.34%"
"Nov 25, 2019","2.7145","2.7035","2.7035","2.7035","1.71K","0.09%"
"Nov 22, 2019","2.7120","2.7010","2.7010","2.7010","0.01K","0.71%"
"Nov 21, 2019","2.6930","2.6820","2.6820","2.6820","1.70K","-0.88%"
"Nov 20, 2019","2.7170","2.7060","2.7060","2.7060","2.52K","-0.26%"
"Nov 19, 2019","2.7240","2.7130","2.7130","2.7130","3.18K","1.34%"
"Nov 18, 2019","2.6880","2.6770","2.6770","2.6770","3.45K","-0.61%"
"Nov 15, 2019","2.7045","2.6935","2.6935","2.6935","1.78K","0.52%"
"Nov 14, 2019","2.6905","2.6795","2.6795","2.6795","2.91K","-0.55%"
"Nov 13, 2019","2.7055","2.7065","2.7065","2.7065","0.00K","-0.22%"
"Nov 12, 2019","2.7115","2.7005","2.7005","2.7005","1.51K","-0.55%"
"Nov 11, 2019","2.7265","2.7155","2.7155","2.7155","0.01K","-0.55%"
"Nov 08, 2019","2.7415","2.7690","2.7790","2.7690","0.00K","-1.49%"
"Nov 07, 2019","2.7830","2.7720","2.7720","2.7720","4.40K","2.20%"
"Nov 06, 2019","2.7230","2.7120","2.7120","2.7120","2.19K","-1.20%"
"Nov 05, 2019","2.7560","2.7450","2.7450","2.7450","1.15K","1.01%"
"Nov 04, 2019","2.7285","2.7175","2.7175","2.7175","2.66K","0.81%"
"Nov 01, 2019","2.7065","2.6955","2.6955","2.6955","1.43K","0.37%"
"Oct 31, 2019","2.6965","2.6855","2.6855","2.6855","0.02K","-1.64%"
"Oct 30, 2019","2.7415","2.7305","2.7305","2.7305","0.00K","-0.25%"
"Oct 29, 2019","2.7485","2.7375","2.7375","2.7375","0.38K","0.22%"
"Oct 28, 2019","2.7425","2.7315","2.7315","2.7315","0.20K","0.29%"
"Oct 25, 2019","2.7345","2.7235","2.7235","2.7235","0.30K","0.24%"
"Oct 24, 2019","2.7280","2.7170","2.7170","2.7170","0.25K","-0.09%"
"Oct 23, 2019","2.7305","2.7195","2.7195","2.7195","0.75K","1.13%"
"Oct 22, 2019","2.7000","2.7000","2.7000","2.7000","0.00K","-0.26%"
"Oct 21, 2019","2.7070","2.6960","2.6960","2.6960","0.48K","0.41%"
"Oct 18, 2019","2.6960","2.6850","2.6850","2.6850","0.49K","1.32%"
"Oct 17, 2019","2.6610","2.6500","2.6500","2.6500","0.74K","0.24%"
"Oct 16, 2019","2.6545","2.6435","2.6435","2.6435","0.59K","-0.82%"
"Oct 15, 2019","2.6765","2.6655","2.6655","2.6655","0.45K","-0.69%"
"Oct 14, 2019","2.6950","2.6840","2.6840","2.6840","0.56K","0.22%"
"Oct 11, 2019","2.6890","2.6780","2.6780","2.6780","1.74K","0.64%"
"Oct 10, 2019","2.6720","2.6610","2.6610","2.6610","0.59K","1.54%"
"Oct 09, 2019","2.6315","2.6205","2.6205","2.6205","0.00K","-0.13%"
"Oct 08, 2019","2.6350","2.6240","2.6240","2.6240","1.60K","-0.25%"